,id,text,created_at,retweet_count,favorite_count,user_id,user_screen_name,user_name,user_location
0,769045564969349120,Wynonie Harris - Tell a Whale of a Tale #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-08-26 05:35:25,0,0,795632389,blinddogradio,Blind Dog Radio,
1,769044937316982785,Sylvester Weaver - Bottleneck Blues #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-08-26 05:32:55,0,0,795632389,blinddogradio,Blind Dog Radio,
2,769044840327868416,Who is winning #BCFC v. #Norwich? #NorwichFC #Canaries #Birmingham #Blues #Championship #League #Football⚽️,2016-08-26 05:32:32,0,0,744954894533070848,KoolPoll123,Kool Polls,
3,769044235601444864,Last Call: The Ballad of Mandolin Mike #blues https://t.co/3oBRHq8Ski,2016-08-26 05:30:08,0,0,2844566328,gordyguitar,Learn Blues Guitar,
4,769043860953726977,"@ManCityCatala AVANT, som #blues, som #forts, estem #preparats https://t.co/Fq4wjLW0yB",2016-08-26 05:28:39,0,1,211503550,COMPTE_,COMPTE Poblenou,Barcelona
5,769043835397734400,Big Bill Broonzy - Ridin' Blues #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-08-26 05:28:33,0,0,795632389,blinddogradio,Blind Dog Radio,
6,769042584375271427,"#StLouis New ST. LOUIS #Blues Sign FATHEAD NHL Team Logo 27""x8"" https://t.co/e6KQ2uTHR6 #NHL #Hockey https://t.co/y7cpz12Zar",2016-08-26 05:23:34,0,0,711894735514902528,FaithCrossman,Faith Crossman,
7,769042550070120448,#Hear Sting Brand New Day Now on https://t.co/9EvJWnujGS @OfficialSting #jazz #swing #music #blues #smoothjazz #latinjazz,2016-08-26 05:23:26,0,0,3318129469,jvhradionet,Jvhradio,United States
8,769041851437514753,Listening to Situations by Jack Johnson on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-08-26 05:20:40,0,0,4860399552,Latitude23R,Latitude23 Radio,"Phoenix, AZ"
9,769041362603896832,The latest Blues! https://t.co/gGQKOhpix8 Thanks to @rollinsquadessy @EventsYGK @VanBluesat #music #blues,2016-08-26 05:18:43,0,0,23519496,MaryTMusic,MaryT,West Coast
10,769039204127010816,"[DERNIER CONCERT DE L'ETE]
ce soir Lisa URT sera avec nous à 21h à la maison forestière
#jazz #soul #blues",2016-08-26 05:10:08,0,0,2689753062,Latrancheanims,La Tranche anims,"La Tranche-sur-Mer, France"
11,769039128893743104,when you dont get your shit right. all you wanna do is stay home. #blues #PMshift,2016-08-26 05:09:51,0,0,48884264,itsmeoriGEEnal,Glesa Martine,anywhere around you.:)
12,769038231316926465,"🎸☀🇺🇸
Love the warm #blues #guitars by @BlindFret.
Get the top album  ""One Love""  by hero @BlindFret.  THX :D 
https://t.co/SCE8QowzkY",2016-08-26 05:06:17,0,0,1898274198,JGrabietz70,Jutta Grabietz,Aalen / Germany
13,769038191114543105,"#CoreyHenryandtheTremeFunktet 🎶🎺🎷

#Bywater #NOLA #Galactic #Funk #blues #soul @ Vaughan's Lounge https://t.co/3fvZOhSEb7",2016-08-26 05:06:07,0,0,136034740,ChappyThoughts,Chappy,"Austin, Jewel of Texas"
14,769038189239697408,#StLouis St. Louis #Blues Logo Car Window Truck Laptop Wall Vinyl Decal Sticker https://t.co/dFb014AujM #NHL #Hockey https://t.co/3G2oKyWfL2,2016-08-26 05:06:07,0,0,711894735514902528,FaithCrossman,Faith Crossman,
15,769038063041413124,Muddy Waters - I Don't Know Why https://t.co/sFcywRwc7C via @YouTube #blues,2016-08-26 05:05:36,0,0,131542941,roughouse23,Will Hernandez,"Long Beach, Cal"
16,769037678104961024,My #tweets r my own so r my #songs https://t.co/aP4eNweIuu #folk #roots #blues,2016-08-26 05:04:05,0,0,197962615,GroverWindham,grover windham,"Florence, SC"
17,769036961101275137,Blues &amp; a Bowl @ Heathmont Bowls Club - Rock &amp; ROLL! #blues #melbourne #melbournemusic #lawnbowls #heathmont #gigs https://t.co/RLaXjTbF7g,2016-08-26 05:01:14,0,1,720479696081809408,HeathmontBowls,Heathmont Bowls Club,"Heathmont, Melbourne"
18,769036542824288257,RT @RDV_Erdre: La playlist des #RDVE2016 c'est par ici : https://t.co/HxXTS34jtH #jazz #blues #festival #Nantes #RDVE30ans,2016-08-26 04:59:34,20,0,811169460,1oeil9,Ludo Boulo,NANTES
19,769036182630137860,Listening to Everyday I Have The Blues by B.B. King on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-08-26 04:58:08,0,0,4860399552,Latitude23R,Latitude23 Radio,"Phoenix, AZ"
20,769036181535424512,Hey y'all! Coming up to #morrobay - and bringing my #blues tunes with me(; if yall up there… https://t.co/rNwAqBTY5Y,2016-08-26 04:58:08,0,0,2232365629,coreythekennedy,coreykennedy,Akron
21,769034514387566595,Sunnyland Slim - Tin Pan Alley https://t.co/x7SHBeKYJk via @YouTube #Blues #piano,2016-08-26 04:51:30,0,0,131542941,roughouse23,Will Hernandez,"Long Beach, Cal"
22,769034494879956996,"🔊🎸🇬🇧
feel great !
#acoustic power #blues by Jimmy @evesdadisbest.
Get the new album  ""Memories Of The Past""  THX :D 
https://t.co/wSjdptFLuJ",2016-08-26 04:51:26,0,0,1898274198,JGrabietz70,Jutta Grabietz,Aalen / Germany
23,769034309638512641,RT @Jayschoe: Have you heard ‘Schrodlinger's Cat’ by Jay Schoeman on #SoundCloud? #np https://t.co/sG3A31z8wy #jazz #blues #indie #newmusic…,2016-08-26 04:50:42,1,0,711911236846260229,Abby_Retweet,Laboratory_retweet,
24,769034278181171200,"""Well, the clock is striking 12
Somebody got to go""
- T Bone Walker, Midnight #Blues:
https://t.co/3hlfP0v2Lj",2016-08-26 04:50:34,0,0,227746985,TunicaBlues,Gateway To The Blues,
25,769033817214619648,RT @nicolasdrey: Démo de la guitare forme #telecaster pour #baxshop : #fazley FLT200NT https://t.co/CQdFUB89y4 #electricguitar #guitar #cou…,2016-08-26 04:48:44,1,0,2248647950,ivan_marc_sibil,ivan-marc sibille,Lyon - France
26,769033706325569538,Have you heard ‘Schrodlinger's Cat’ by Jay Schoeman on #SoundCloud? #np https://t.co/sG3A31z8wy #jazz #blues #indie #newmusic #science,2016-08-26 04:48:18,1,4,1089852343,Jayschoe,Jay Schoeman,
27,769033646984556545,"RT @musicnetworkz: Turbulence - The Blues Project 
Great #Music #Blues 
Check it out! 
https://t.co/QDRUqadwsg    https://t.co/aDe7CRHYSD",2016-08-26 04:48:04,4,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
28,769033646418300935,RT @Latitude23R: Listening to River Of Tears by Eric Clapton on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-08-26 04:48:03,1,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
29,769033645856264193,RT @jennacolgrove: I always #travel with a lightweight scarf to use as a pillow or for warmth on planes! Like this one: https://t.co/wofZZ7…,2016-08-26 04:48:03,2,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
30,769033645134843904,RT @PublicityArba: #Adelaide Roots and #Blues Weekly #Gig Blog: W/E Sept. 2 https://t.co/ku6l2Jhyyc,2016-08-26 04:48:03,1,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
31,769033644606418945,"RT @sliperynoodle: Has more pedals than most guitar players!
Jason Ricci live at The Noodle
#DisIsIt #Blues… https://t.co/qpF0OKywMr",2016-08-26 04:48:03,1,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
32,769032925698490368,"RT @Night_Wolf_1: #RT #Følg #Carlos_Wilde på Reverbnation https://t.co/PEdS3zHj8V
#Rock #Blues #PopPunk #Powerpop #Mellow #Norwegian_Fans
@…",2016-08-26 04:45:12,3,0,759724466544992256,Lisvnorrland,Lis,Sweden 
33,769032356137168896,Listening to Smokestack Lightning (Single) by Howlin' Wolf on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-08-26 04:42:56,0,0,4860399552,Latitude23R,Latitude23 Radio,"Phoenix, AZ"
34,769031580320993280,"#blues is not dead. #izzystradlin for #holyfriday .

💕 ♫ Shuffle It All by Izzy Stradlin &amp; The Ju Ju Hounds — https://t.co/JaoPsnddX7",2016-08-26 04:39:51,0,0,69828134,goddessyz,goddess,garden of eden
35,769031026723196929,LIVE on #Periscope: Quick blues/smooth guitar scope #music #blues #smoothmusic https://t.co/MtKm4TX4bC,2016-08-26 04:37:39,0,0,254247197,sandman0409,David H.Lee,New Jersey
36,769030757507538944,"RT @Night_Wolf_1: #RT #Følg #Carlos_Wilde på Reverbnation https://t.co/PEdS3zHj8V
#Rock #Blues #PopPunk #Powerpop #Mellow #Norwegian_Fans
@…",2016-08-26 04:36:35,3,0,760277761219059713,Night_Wolf_3,NightWolf,
37,769030009923207168,"#LiveStreamMusic gotatele old  songs, cigarettes, and  requests https://t.co/Ijv2rQrywL #Blues #Country",2016-08-26 04:33:36,0,0,528993213,StreetJelly,StreetJelly,"Sevierville / Knoxville, TN"
38,769028537550594052,"Retweeted Kaye Menner (@KayeMenner):

#harbour #bridge #blues #vivid_sydney by #Kaye_Menner #photography qlty... https://t.co/uqnb5XJED7",2016-08-26 04:27:45,0,0,292225170,peterzburg,TRANSSIB PETERSBURG,St. Petersburg Russia
39,769027838309703682,#NowPlaying on @LonelyOakRadio @MichaelQuest3 #full #album # Not #Done #Just #Yet #Blues Rock #guitar #indie #goodmusic #radioblues #airplay,2016-08-26 04:24:59,0,1,1687084158,MichaelQuest3,Michael Quest,"Los Angeles, CA"
40,769027689118371840,Listening to Basin Street Blues by Ella Fitzgerald on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-08-26 04:24:23,0,0,4860399552,Latitude23R,Latitude23 Radio,"Phoenix, AZ"
41,769027238490697728,#BBKing #BluesLegend B.B. KING The Best Of #CD Blues MCAD-31040 1987 https://t.co/Ap5ZTDSseg #RIPBBKing #Blues,2016-08-26 04:22:36,0,0,559385756,HotTrends8,Google Hot Trends,
42,769027065987424257,hot new #chicago #blues from Maurice John Vaughn...just in time for #NFL #football #ItsAManThing. https://t.co/cqQxjthb5z,2016-08-26 04:21:55,0,0,727667689343213568,ChicagoBluesNow,ChicagoBluesAlliance,"Chicago, IL"
43,769026323830431744,#indie #recording #artist #Michael #Quest #NowPlaying @LonelyOakRadio #California #Newmusic #rock #Blues #guitar  https://t.co/58KR9sFE9q,2016-08-26 04:18:58,0,2,1687084158,MichaelQuest3,Michael Quest,"Los Angeles, CA"
44,769026123233648640,"the #blues defined, by @bluesAllstars How #chicago does #music https://t.co/p1Q4S2tfqx",2016-08-26 04:18:10,0,1,727667689343213568,ChicagoBluesNow,ChicagoBluesAlliance,"Chicago, IL"
45,769025648295874561,#StLouis VTG Fans Gear ST LOUIS #Blues Hooded Parka Jacket Adult Mens XL https://t.co/xBsx44lUyD #NHL #Hockey https://t.co/P2lCLEaJ6T,2016-08-26 04:16:17,0,0,711894735514902528,FaithCrossman,Faith Crossman,
46,769025310725644288,Anni Piper Untrue https://t.co/jMrqdd2aJw  #RadioMirabelle #Blues #RadioMirabelle,2016-08-26 04:14:56,0,0,3019985177,RadioMirabelle,Radio Mirabelle,Lorraine
47,769024408056918016,"RT @musicnetworkz: Turbulence - The Blues Project 
Great #Music #Blues 
Check it out! 
https://t.co/QDRUqadwsg    https://t.co/aDe7CRHYSD",2016-08-26 04:11:21,4,0,1668644802,DavidRLoney,David Loney,"Chicago, IL"
48,769023816844603393,"RT @musicnetworkz: Turbulence - The Blues Project 
Great #Music #Blues 
Check it out! 
https://t.co/QDRUqadwsg    https://t.co/aDe7CRHYSD",2016-08-26 04:09:00,4,0,1858257684,UKsocialBuzz,UK Social Buzz,United Kingdom
49,769023769805455360,I'm listening to Lonely Oak radio - rock with TuneIn. #NowPlaying #NotDeadYet #MichaelQuest #song #rock #blues  https://t.co/21TWVUO61d,2016-08-26 04:08:49,0,0,1687084158,MichaelQuest3,Michael Quest,"Los Angeles, CA"
50,769023219202392064,"10 Foods To Fight The #Blues - https://t.co/nPa7X1fHhq VIA @Penumbrachamber

#Cheese https://t.co/hUSbs5JGAz",2016-08-26 04:06:37,0,0,3520723154,RetweetBlogger,Re Tweet,
51,769023135136018432,"@KidElls1 @NHLFlames Nice to see all the #Blues fan support! Gonna look great in #Flames red though, can't wait!!",2016-08-26 04:06:17,0,0,2364442280,viperkut,David Banman,
52,769023102814650373,Kid Rock singin' American Bad Ass on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio https://t.co/9GOA4lRU04,2016-08-26 04:06:10,0,0,4917336634,LPCORockRadio,LPCO Klassic Rock,"London, England"
53,769023100495224832,#BBKing #BluesLegend BLUES ROCKER 45 / B.B. KING / MEAN OLE FRISCO / SUGAR MAMA / KENT 329 https://t.co/NF29nxcx3v #RIPBBKing #Blues,2016-08-26 04:06:09,0,0,559385756,HotTrends8,Google Hot Trends,
54,769022640426278912,"Turbulence - The Blues Project 
Great #Music #Blues 
Check it out! 
https://t.co/QDRUqadwsg    https://t.co/aDe7CRHYSD",2016-08-26 04:04:19,4,0,741194701,musicnetworkz,Music Lovers ♫♪ ♫,United States
55,769021843076485120,"Blues
#indomusikgram @melodia_musik @mg_indonesia #melodia #melodiamusik #blues… https://t.co/bWmn5xGQF8",2016-08-26 04:01:09,0,0,632764708,andhikamilando,andhikamilando,"Bandung,indonesia"
56,769021751493849089,Listening to River Of Tears by Eric Clapton on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-08-26 04:00:47,1,0,4860399552,Latitude23R,Latitude23 Radio,"Phoenix, AZ"
57,769021747182141441,I always #travel with a lightweight scarf to use as a pillow or for warmth on planes! Like this one: https://t.co/wofZZ7L0jV #blues,2016-08-26 04:00:46,2,0,68470732,jennacolgrove,Jenna,Santa Monica
58,769021516210171904,"El Blues Vive! 👏👏👏
.
.
.
.
.
#cartagena #colombia #blues #livemusic #street #streetart… https://t.co/z6M5jKVYE4",2016-08-26 03:59:51,0,0,219297500,LuisMendozaQ,Luis Mendoza,
59,769021435134238720,"https://t.co/iOWhJHXemo
#Blues track. #delta and #electroblues style.
Buy a license 
#backgroundmusic #RoyaltyFree",2016-08-26 03:59:32,0,0,3569640135,AudiocraftMusic,Andi Morz,
60,769020779136708608,I took this picture of Hope's boy #OmarDykes ! #Blues #Guitar #Awesome https://t.co/AA5uTPPvhl,2016-08-26 03:56:56,0,2,18845881,ssoliz67,Steve Soliz,Texas
61,769020279125401602,#Adelaide Roots and #Blues Weekly #Gig Blog: W/E Sept. 2 https://t.co/ku6l2Jhyyc,2016-08-26 03:54:56,1,0,2946916453,PublicityArba,ARBA,Adelaide South Australia
62,769018875237326848,"#BBKing #BluesLegend King of the Blues - King,B.B. LP https://t.co/JV3cQ6kwCh #RIPBBKing #Blues",2016-08-26 03:49:22,0,0,559385756,HotTrends8,Google Hot Trends,
63,769018010795401216,RT @oxfordamerican: Coming Dec. 2016 — our 18th Southern Music Issue &amp; CD will be devoted entirely to THE BLUES! Preorder today #blues http…,2016-08-26 03:45:56,9,0,720685587775107073,HeclaHatTrick,HECLA HAT TRICK,"Idaho, USA"
64,769017994571816960,"Has more pedals than most guitar players!
Jason Ricci live at The Noodle
#DisIsIt #Blues… https://t.co/qpF0OKywMr",2016-08-26 03:45:52,1,0,169583873,sliperynoodle,Slippery Noodle Inn,Indianapolis
65,769017923608403968,Wanna get a great #bluegrass #blues #music #tshirt? Get a look at https://t.co/wswVoVzu61 #tshirtlife,2016-08-26 03:45:35,0,1,2430011031,NJguitarlessons,Ira Strum,Bergen County New Jersey
66,769017550692900864,#StLouis Adam Oates St. Louis #Blues CCM Vintage Throwback NHL Hockey #Jersey… https://t.co/pKWGJxzcAz #NHL #Hockey https://t.co/Rl0iMFXjsb,2016-08-26 03:44:06,0,0,711894735514902528,FaithCrossman,Faith Crossman,
67,769017250410033152,RT @blinddogradio: Esther Phillips - Sit Back Down #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-08-26 03:42:54,2,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
68,769017249839603713,RT @Latitude23R: Listening to San Francisco Bay Blues by Eric Clapton on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-08-26 03:42:54,1,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
69,769017249340526592,"RT @alangorg: LIVING THE BLUES
Sam Taylor
https://t.co/2qglsH9wZh
https://t.co/oztNkS1759
https://t.co/c00zfilyp1
#blues #love #race",2016-08-26 03:42:54,1,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
70,769017248837173248,RT @lostkail: Misty Blue - Dorothy Moore | Blues |102467156 https://t.co/tkoHufpLu7 #Blues,2016-08-26 03:42:54,1,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
71,769017248329699333,RT @blinddogradio: Robert Nighthawk - Sweet Black Angel #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-08-26 03:42:54,1,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
72,769017051633553408,#ClassyTouch &amp; the #LushGroove #BayArea #Artists #RnB #Blues #World #HipHop #Oakland… https://t.co/6O9zEpa6tH,2016-08-26 03:42:07,0,3,66820091,MsLeeDesigns,Ms. Kat Lee,Bay Area / San Diego
73,769017014719512576,"This is so good -. Joe Cocker: Fire it Up Live (Cologne, 2013)
I miss all the good stuff. #Music #blues #Jazz #Cologne",2016-08-26 03:41:58,0,0,400419867,995mu,995mu,
74,769016990845599746,No bad news. No politics. No ads. No nonsense! Lots of #americana #blues #indiemusic &amp; #rootsmusic. Listen anytime! https://t.co/So8X4LZRMa,2016-08-26 03:41:52,0,0,95796535,ptsroadhouse,Paul Tessier,Canada
75,769016107755855872,RT @oxfordamerican: Coming Dec. 2016 — our 18th Southern Music Issue &amp; CD will be devoted entirely to THE BLUES! Preorder today #blues http…,2016-08-26 03:38:22,9,0,4909497854,NYSeedInvestor,High Roller,"New York, USA"
76,769015996984258561,Muddy Waters - Got My Mojo Workin' https://t.co/zh8tqTR3Zu #Blues,2016-08-26 03:37:55,0,1,2808108236,jonahredd,Jonah Redd,Lebenswelt
77,769015978160193536,Martina Edoff Hero https://t.co/jMrqdd2aJw  #RadioMirabelle #Blues #RadioMirabelle,2016-08-26 03:37:51,0,0,3019985177,RadioMirabelle,Radio Mirabelle,Lorraine
78,769015754431795202,Pietrangelo is just absolutely stunning 😍😍😍 #Blues https://t.co/pm8N93LzTa,2016-08-26 03:36:58,0,0,57452012,BryannaBlackout,BryannaBlackout,
79,769015745523113984,#Hear John Pizzarelli Traffic Jam / The Kicker Now on https://t.co/9EvJWnujGS @itsthepizz #jazz #swing #music #blues #smoothjazz #latinjazz,2016-08-26 03:36:56,0,0,3318129469,jvhradionet,Jvhradio,United States
80,769015554829062144,RT @oxfordamerican: Coming Dec. 2016 — our 18th Southern Music Issue &amp; CD will be devoted entirely to THE BLUES! Preorder today #blues http…,2016-08-26 03:36:10,9,0,720616041009709056,AustinTxPoet,Plowboy Poet,"Austin, TX"
81,769015120433451009,RT @MichaelQuest3: #Coming #Up @ #9pmPST  @LonelyOakRadio will #aire #10 #songs from #my #latestCD #NotDoneJustYet #Rock #Blues #guitar htt…,2016-08-26 03:34:26,1,0,1687084158,MichaelQuest3,Michael Quest,"Los Angeles, CA"
82,769015068310671364,"Live Tracks. #rock to #rockabilly, #blues to #bluegrass. 7-9p PT on KDRT. Listen live at https://t.co/4GKcE5oBir and 95.7FM #DavisCA #music",2016-08-26 03:34:14,0,2,1108091438,kdrtfm,KDRT 95.7 FM,"Davis, CA"
83,769014167655374848,"RT @villagekiryu: 本日のVillageライブはこちら！
毎月第４金曜日レギュラー 
START 20:30 
Blues Live 
東京ミシシッピ(g,vo) 
m.c.無料
 #kiryu  #blues",2016-08-26 03:30:39,1,0,115521763,happymusic43,☆せやけいこ☆,群馬県
84,769014022591000576,"本日のVillageライブはこちら！
毎月第４金曜日レギュラー 
START 20:30 
Blues Live 
東京ミシシッピ(g,vo) 
m.c.無料
 #kiryu  #blues",2016-08-26 03:30:05,1,0,2582066088,villagekiryu,Jazz&BluesBarVillage,群馬県桐生市本町5丁目358
85,769013818315960320,RT @thePlanetX: Just finished shooting video footage with @DJDECOY 🎤🎼🎸🔥 @jarredallstar Get ready your up next! #alternativerock #rock #blue…,2016-08-26 03:29:16,5,0,370824605,BobbyLaSerra,L-A the BOSS,Long Island - New York City
86,769013631484825604,RT @oxfordamerican: Coming Dec. 2016 — our 18th Southern Music Issue &amp; CD will be devoted entirely to THE BLUES! Preorder today #blues http…,2016-08-26 03:28:31,9,0,720274744235261952,MidwestPoetry,Central States Poet,"Minnetonka, MN"
87,769013527587778561,#StLouis VINTAGE Starter St. Louis #Blues Wayne Gretzky youth #Jersey size S/M… https://t.co/fIkwtxyPpV #NHL #Hockey https://t.co/I6OJPUVkBo,2016-08-26 03:28:07,0,0,711894735514902528,FaithCrossman,Faith Crossman,
88,769013175572389889,Supertramp singin' Long Way Home on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio https://t.co/9GOA4lRU04,2016-08-26 03:26:43,0,0,4917336634,LPCORockRadio,LPCO Klassic Rock,"London, England"
89,769012544228954115,Listening to Fattening Frogs for Snakes by Sonny Boy Williamson II on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-08-26 03:24:12,0,0,4860399552,Latitude23R,Latitude23 Radio,"Phoenix, AZ"
90,769012249310617600,RT @MarlenaRocks1: Please Listen 18sec clip of a #Song from my #Music #Album #CD #Jazz #Blues #Singers #Song https://t.co/qAANuX2KaJ https:…,2016-08-26 03:23:02,5,0,3158451439,ejlazar,Ⓔⓓ❤Ⓙ❤Ⓐⓩⓐⓡ,"Sydney, New South Wales"
91,769012185943019520,RT @MarlenaRocks1: Please Read! Wonderful #Scope #Magazine #Story about my #Music &amp; #NYC  days #Jazz #CD #Blues https://t.co/eOhYy82hQt htt…,2016-08-26 03:22:47,5,0,3158451439,ejlazar,Ⓔⓓ❤Ⓙ❤Ⓐⓩⓐⓡ,"Sydney, New South Wales"
92,769012170428297216,RT @MarlenaRocks1: Please Listen 24sec clip of my #GubbaRum #AD #Music #Calypso #Jazz #Blues #Song #Trinidad  https://t.co/ldYyBVkw0k https…,2016-08-26 03:22:43,3,0,3158451439,ejlazar,Ⓔⓓ❤Ⓙ❤Ⓐⓩⓐⓡ,"Sydney, New South Wales"
93,769011910700302336,#NowPlaying Filthy Blues by Orianthi  @orianthi  #blues #GuitarGod  🎸 https://t.co/40Ky3j3YCe,2016-08-26 03:21:41,0,0,726089305358237696,Chris51115,Christopher,
94,769011643166502912,RT @PremBrosioMusic: #Subscribe to my @YouTube channel. I am always looking to #follow other great channels! #jazz #blues #funk #music http…,2016-08-26 03:20:37,1,0,3158451439,ejlazar,Ⓔⓓ❤Ⓙ❤Ⓐⓩⓐⓡ,"Sydney, New South Wales"
95,769011626255134720,RT @PremBrosioMusic: #jazz #blues #fusion 🎶Check it out! 🎶My music is available for #download here: https://t.co/J4XWeImjwO,2016-08-26 03:20:33,22,0,3158451439,ejlazar,Ⓔⓓ❤Ⓙ❤Ⓐⓩⓐⓡ,"Sydney, New South Wales"
96,769011441462575104,RT @oxfordamerican: Coming Dec. 2016 — our 18th Southern Music Issue &amp; CD will be devoted entirely to THE BLUES! Preorder today #blues http…,2016-08-26 03:19:49,9,0,724077405288038400,MarshallPeery,Marshall/Peery,"Blue Springs, MO"
97,769011415558553600,The Blend singin' Prize on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio https://t.co/9GOA4lRU04,2016-08-26 03:19:43,0,0,4917336634,LPCORockRadio,LPCO Klassic Rock,"London, England"
98,769011166722916352,Another hot night of music &amp; Big Apple Blues last night @TheWanchHK promises to be hot. #blues #livemusic #hkbands https://t.co/MnRwT0QH6R,2016-08-26 03:18:44,0,0,3192479503,jrox74,John Prymmer,
99,769010791454482432,#Hear  Brian Bromberg Mr. Miller Now on https://t.co/9EvJWnujGS @B2Bass #jazz #swing #music #blues #smoothjazz #latinjazz,2016-08-26 03:17:14,0,0,3318129469,jvhradionet,Jvhradio,United States
100,769010736081281026,Purchase your tickets now to see #Black #Boy #Blues - from Aug 26-28th. Let's  Support our Black Intelligent Men!! https://t.co/1SxqvYzXIO,2016-08-26 03:17:01,0,0,250224617,carmelspice1964,Joyce White,"Flowery Branch, GA"
101,769010696948420608,RT @SecondBestQuick: Ok this gave me chills. Damn it #Blues you always know how to get me. https://t.co/bPx3V0Ee11,2016-08-26 03:16:52,1,0,333093803,octoberemily,Emily,STL MO-- Destin FL
102,769010624546373633,What an amazing show tonight watching @JackBMusician at the @TobinCenterSA one of the best shows I have ever seen! #blues #sanantonio,2016-08-26 03:16:35,0,0,15455713,eastfacingsouth,James,"iPhone: 31.003021,-97.491768"
103,769010608612204544,"RT @RockRt66: #MUSIC #VIDEO #NOWPLAYING #NP #BLUES
https://t.co/Xp1a2nVUmN",2016-08-26 03:16:31,1,0,3348740404,DoubleDeucez,Wildcard,
104,769010584968921089,#Coming #Up @ #9pmPST  @LonelyOakRadio will #aire #10 #songs from #my #latestCD #NotDoneJustYet #Rock #Blues #guitar https://t.co/58KR9sFE9q,2016-08-26 03:16:25,1,1,1687084158,MichaelQuest3,Michael Quest,"Los Angeles, CA"
105,769010465401933825,RT @stemware1010: I just Pre-Ordered Davy Knowles (@davyknowles): Three Miles From Avalon pre-order https://t.co/Nz0t1DJYM5 @PledgeMusic #b…,2016-08-26 03:15:57,2,0,19438795,davyknowles,Davy Knowles,"Chicago, IL"
106,769010415686733824,One more time @TheWanchHK Big Apple Blues rocking it last night &amp; promise to do it again tonight #blues #livemusic https://t.co/9yZzbbS8d9,2016-08-26 03:15:45,0,0,3192479503,jrox74,John Prymmer,
107,769010321499521028,"#MUSIC #VIDEO #NOWPLAYING #NP #BLUES
https://t.co/Xp1a2nVUmN",2016-08-26 03:15:22,1,1,312813243,RockRt66,Rock,
108,769009395338358784,#cartel #afiche #paleta #grafica #jazz #blues #bar #jam #session #improvisacion #musical… https://t.co/cOqUAGTEqk,2016-08-26 03:11:42,0,0,466002057,carlotaconbota,Lady Kier,"Osorno, Chile"
109,769009367807094785,#StLouis Authentic BLANK St. Louis #Blues CCM #Jersey White - Size 52 https://t.co/yv2t21j2WE #NHL #Hockey https://t.co/02SjNfoqvy,2016-08-26 03:11:35,0,0,711894735514902528,FaithCrossman,Faith Crossman,
110,769008934875258880,RT @MiaAshlinn: Sunday Snog 240: Wild About That Thing (#MFM #interracial #blues) https://t.co/ys8agHgtOn via @LisabetSarai,2016-08-26 03:09:52,1,0,185915087,aprilzyon,April Zyon,"Indiana, United States"
111,769008800175001600,Aug 26 10:30pm From NYC Big Apple Blues last show sponsored by Carlsberg HH 5-9 &amp; No Cover Charge #bigappleblues #blues #livemusic #hkgigs,2016-08-26 03:09:20,0,0,619780819,TheWanchHK,The Wanch HK,"Wanchai, Hong Kong"
112,769008458087723008,#NowPlaying Texas Flood by Stevie Ray Vaughan  #Blues  #GuitarMusic https://t.co/96ObLLzaBR,2016-08-26 03:07:58,0,1,726089305358237696,Chris51115,Christopher,
113,769008220635537408,Sunday Snog 240: Wild About That Thing (#MFM #interracial #blues) https://t.co/ys8agHgtOn via @LisabetSarai,2016-08-26 03:07:01,1,0,358770885,MiaAshlinn,Mia Ashlinn,East Tennessee
